id,tokens,slots,intent
train-05621,je cherche à réserver une chambre les cinq cinq jours à Noël à Paris dans le huitième arrondissement en fait il me faudrait deux chambres doubles et une chambre simple,command-tache-B command-tache-I command-tache-I command-tache-I nombre-chambre-B nombre-chambre-I sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I sejour-nbNuit-I temps-jourFerie-B temps-jourFerie-I localisation-ville-B localisation-ville-I localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I localisation-arrondissement-I O O O O O nombre-chambre-B chambre-type-B chambre-type-I connectProp-B nombre-chambre-B chambre-type-B chambre-type-I,
train-05622,oui,reponse-B,
train-05623,oui,reponse-B,
train-05624,alors je cherche une chambre à Paris dans le huitième arrondissement,O O O nombre-chambre-B nombre-chambre-I localisation-ville-B localisation-ville-I localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I localisation-arrondissement-I,
train-05625,est-ce que ces deux hôtels se situent près d' un endroit qu' est animé le soir,O O lienRef-coRef-B nombre-hotel-B nombre-hotel-I O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I temps-plageTps-B temps-plageTps-I,
train-05626,et alors est-ce que à la dans la résidence Océane il y a bien deux chambres doubles et une chambre simple,O O O O nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I nom-hotel-I nom-hotel-I O O O O nombre-chambre-B chambre-type-B chambre-type-I connectProp-B nombre-chambre-B chambre-type-B chambre-type-I,
train-05627,euh écoutez euh je cherche ben un autre hôtel aux mêmes dates mais près d' un endroit animé le soir,O O O O O O nombre-hotel-B lienRef-coDom-B objetBD-B lienRef-coRef-B lienRef-coRef-I objet-B connectProp-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I temps-plageTps-B temps-plageTps-I,
train-05628,euh quel est le prix des chambres,O O O lienRef-coRef-B objet-B lienRef-coRef-B objet-B,
train-05629,euh est-ce que les chambres sont des chambres fumeurs,O O O lienRef-coRef-B objet-B O objet-B objet-I objet-I,
train-05630,alors y a-t-il deux chambres est-il y a-t-il encore de la place pour avoir deux chambres doubles et une chambre simple fumeurs,O O O nombre-chambre-B nombre-chambre-I O O O O objet-B objet-I objet-I O O nombre-chambre-B chambre-type-B chambre-type-I connectProp-B nombre-chambre-B chambre-type-B chambre-type-I chambre-fumeur-B,
train-05631,euh oui je le souhaite,O reponse-B O lienRef-coRef-B O,
train-05632,euh je souhaite non ça sera tout,O O O reponse-B O O O,
train-05633,au revoir,O O,
train-05634,je cherche une chambre simple la moins chère possible du onze au vingt juillet à Saintes,O O nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I,
train-05635,oui,reponse-B,
train-05636,oui,reponse-B,
train-05637,merci,O,
train-05638,euh dans l' hôtel Sarasin,O O nom-hotel-B nom-hotel-I nom-hotel-I,
train-05639,une chambre simple,nombre-chambre-B chambre-type-B chambre-type-I,
train-05640,euh réserver dans un autre hôtel alors,O command-tache-B O nombre-hotel-B lienRef-coDom-B objetBD-B O,
train-05641,euh est-ce que cet établissement est près d' un endroit touristique,O O O lienRef-coRef-B objet-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-05642,hum écoutez euh est-ce que vous pourrez ou alors je vais aller euh je vais je préfère l' autre hôtel l' hôtel Sarasin,O O O O O O O O O O O O O O O O O objetBD-B objetBD-I objetBD-I nom-hotel-B nom-hotel-I nom-hotel-I,
train-05643,alors ça sera ben euh entre le premier et le entre le premier et le là ça fait attendez entre le premier et le neuf juillet,O O O O O O O O O O O O O O O O O O O temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I temps-date-I,
train-05644,oui je vous la confirme,reponse-B O O lienRef-coRef-B command-dial-B,
train-05645,très bien,O O,
train-05646,euh non ça sera tout,O reponse-B O O O,
train-05647,au revoir,O O,
train-05648,bonjour madame je voudrais réserver euh du cinq au huit mars donc trois nuit à Châteauroux Châteauroux et du huit au neuf mars une nuit,O O command-tache-B command-tache-I command-tache-I O temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I connectProp-B sejour-nbNuit-B sejour-nbNuit-I localisation-ville-B localisation-ville-I localisation-ville-I connectProp-B temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I sejour-nbNuit-B sejour-nbNuit-I,
train-05649,oui alors je voudrais réserver des chambres d' hôtel pour du cinq au huit mars donc trois nuits dans la ville de Châteauroux et du huit au neuf mars une seule nuit,reponse-B O command-tache-B command-tache-I command-tache-I objet-B objet-I objet-I objet-I temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I connectProp-B sejour-nbNuit-B sejour-nbNuit-I localisation-ville-B localisation-ville-I localisation-ville-I localisation-ville-I localisation-ville-I connectProp-B temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I,
train-05650,oui à,reponse-B O,
train-05651,Châteauroux madame,localisation-ville-B O,
train-05652,oui,reponse-B,
train-05653,hôtel,objetBD-B,
train-05654,euh est-ce que vous avez des des hôtels un petit peu moins chers,O O O O O objetBD-B objetBD-I objetBD-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I,
train-05655,bien alors écoutez je vais réserver donc à l' hôtel Sorbonne hein donc à quatre vingt dix euros donc du cinq du cinq au huit mars et une chambre du huit au neuf mars toujours à quatre vingt dix euros hein,O O O command-tache-B command-tache-I command-tache-I O O nom-hotel-B nom-hotel-I nom-hotel-I O O O paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B O temps-date-B temps-date-I temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I connectProp-B nombre-chambre-B nombre-chambre-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I O O paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B O,
train-05656,euh oui j' aurais voulu d'abord savoir si le petit déjeuner était compris dans les deux cent soixante dix euros,O reponse-B O O O O O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I hotel-services-I O paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B,
train-05657,parfait est-ce qu' il y a une douche douche ou hum ou salle de bain,O O O O O O chambre-equipement-B chambre-equipement-I chambre-equipement-I connectAttr-B connectAttr-I connectAttr-I chambre-equipement-B chambre-equipement-I chambre-equipement-I,
train-05658,de douches parfait bien je voudrais encore réserver dix huit chambres alors là individuelles à quatre vingts euros mais avec douches dans les chambres mais dix huit chambres hein pour les hum,chambre-equipement-B chambre-equipement-I O O command-tache-B command-tache-I command-tache-I command-tache-I nombre-chambre-B nombre-chambre-I chambre-type-B chambre-type-I chambre-type-I chambre-type-I O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O chambre-equipement-B chambre-equipement-I chambre-equipement-I chambre-equipement-I chambre-equipement-I O nombre-chambre-B nombre-chambre-I nombre-chambre-I O O O O,
train-05659,et ben écoutez toujours à Châteauroux,O O O O O localisation-ville-B,
train-05660,oui,reponse-B,
train-05661,euh c'est je réserverai dans l' hôtel à quatre vingts euros là mais est-ce qu' il y a bien une douche dans chaque chambre s' il vous plaît,O O command-tache-B command-tache-I O lienRef-coRef-B objetBD-B O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O connectProp-B O O O O O O chambre-equipement-B chambre-equipement-I chambre-equipement-I chambre-equipement-I chambre-equipement-I O O O O,
train-05662,douches uniquement donc j' aurais je elles donnent vue sur la rue vue sur cour ou,chambre-equipement-B O O O O O lienRef-coRef-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B O,
train-05663,dans un endroit calme bien et le petit déjeuner est compris dans les quatre vingts euros,localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I O connectProp-B hotel-services-B hotel-services-I hotel-services-I hotel-services-I hotel-services-I O paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B,
train-05664,cinq pour les petits déjeuners bon euh ben écoutez je vais réserver dans cet hôtel hein,nombre-B hotel-services-B hotel-services-I hotel-services-I hotel-services-I O O O O command-tache-B command-tache-I command-tache-I O lienRef-coRef-B objetBD-B O,
train-05665,euh le deuxième j' ai pas bien compris le nom voulez-vous me le,O lienRef-elsEns-B rang-B reponse-B reponse-I reponse-I reponse-I reponse-I lienRef-coRef-B objet-B O O O,
train-05666,à l' hôtel du palais,nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I nom-hotel-I,
train-05667,hôtel du palais voilà,nom-hotel-B nom-hotel-I nom-hotel-I O,
train-05668,quatre,nombre-B,
train-05669,mille trois cents,nombre-B nombre-I nombre-I,
train-05670,non non c' est tout je vous remercie beaucoup,reponse-B reponse-I O O O O O O O,
train-05671,au revoir madame,O O O,
train-05672,je voudrais réserver madame une nuit du quinze au seize février à Paris dans le treizième et dix chambres simples moins de quatre vingts euros dans un endroit animé le soir qu' est ce que vous me proposez,command-tache-B command-tache-I command-tache-I O sejour-nbNuit-B sejour-nbNuit-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I connectProp-B nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I temps-plageTps-B temps-plageTps-I command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I,
train-05673,oui,reponse-B,
train-05674,oui,reponse-B,
train-05675,merci,O,
train-05676,alors je voudrais répéter euh l' hôtel parc Saint-Augustin c'est à combien vous m' avez dit,O O O command-dial-B O nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I O O objet-B O O O O,
train-05677,soixante dix euros et au Mercure c' est cinquante euros n' est-ce pas,paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B connectProp-B hotel-marque-B hotel-marque-I O O paiement-montant-entier-B paiement-monnaie-B command-dial-B command-dial-I command-dial-I,
train-05678,à cinquante euros d'accord euh ben écoutez je vais réserver est-ce que c' est c' est un endroit animé dans le au parc Saint-Augustin,O paiement-montant-entier-B paiement-monnaie-B reponse-B O O O command-tache-B command-tache-I command-tache-I O O O O O O localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-05679,à Paris bon alors je veux réserver à l' hôtel euh Saint-Augustin une nuit du quinze au seize février,localisation-ville-B localisation-ville-I O O command-tache-B command-tache-I command-tache-I nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I nom-hotel-I sejour-nbNuit-B sejour-nbNuit-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I,
train-05680,oui,reponse-B,
train-05681,oui c'est quel métro pour aller chez vous s' il vous plaît,reponse-B O O localisation-lieuRelatif-B O O O lienRef-coRef-B O O O O,
train-05682,métro,localisation-lieuRelatif-B,
train-05683,ben écoutez maintenant je voudrais réserver dix chambres simples mais moins de quatre vingts euros dans un endroit qui est animé le soir c' est-à-dire dans un endroit où il y a quand même pas mal d' animations vous voyez pas un endroit trop calme avec des boutiques des,O O O command-tache-B command-tache-I command-tache-I nombre-chambre-B chambre-type-B chambre-type-I O comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I temps-plageTps-B temps-plageTps-I connectProp-B connectProp-I objet-B objet-I objet-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I O O localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I O,
train-05684,euh toujours à Paris hein,O O localisation-ville-B localisation-ville-I O,
train-05685,à Paris à à part le Mercure vous n' avez est-ce que vous n' avez pas d' autres propositions à part le Mercure pour dix chambres hein simples,localisation-ville-B localisation-ville-I hotel-marque-B hotel-marque-I hotel-marque-I hotel-marque-I hotel-marque-I O O O O O O O O O objet-B objet-I objet-I hotel-marque-B hotel-marque-I hotel-marque-I hotel-marque-I nombre-chambre-B nombre-chambre-I chambre-type-B chambre-type-I chambre-type-I,
train-05686,d'accord et il y a au moins une douche dans chaque chambre je suppose,reponse-B connectProp-B O O O O O chambre-equipement-B chambre-equipement-I chambre-equipement-I chambre-equipement-I chambre-equipement-I O O,
train-05687,les douches uniquement pas de télévisions rien,chambre-equipement-B chambre-equipement-I O chambre-equipement-B chambre-equipement-I chambre-equipement-I O,
train-05688,bon ben c' est parfait donc je réserve dix chambres simples hein,O O O O O O command-tache-B command-tache-I nombre-chambre-B chambre-type-B chambre-type-I O,
train-05689,merci,O,
train-05690,parfait,O,
train-05691,non j' ai toutes les informations qu' il faut c' est parfait,reponse-B command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I O O O,
